timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763359716296,55,Token Bucket Test,429,Too Many Requests,Dynamic Users Group 2-5,text,false,,358,164,46,46,http://127.0.0.1:8000/request?algo=token_bucket,55,0,0
1763359716298,55,Token Bucket Test,200,OK,Dynamic Users Group 2-15,text,true,,346,164,46,46,http://127.0.0.1:8000/request?algo=token_bucket,55,0,0
1763359716299,55,Token Bucket Test,200,OK,Dynamic Users Group 2-40,text,true,,346,164,46,46,http://127.0.0.1:8000/request?algo=token_bucket,55,0,0
1763359716300,55,Token Bucket Test,200,OK,Dynamic Users Group 2-29,text,true,,346,164,46,46,http://127.0.0.1:8000/request?algo=token_bucket,55,0,0
1763359716301,56,Token Bucket Test,200,OK,Dynamic Users Group 2-14,text,true,,342,164,46,46,http://127.0.0.1:8000/request?algo=token_bucket,56,0,0
1763359716303,55,Leaky Bucket Test,200,OK,Dynamic Users Group 2-12,text,true,,376,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,55,0,0
1763359716304,55,Leaky Bucket Test,200,OK,Dynamic Users Group 2-9,text,true,,372,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,55,0,0
1763359716305,57,Leaky Bucket Test,200,OK,Dynamic Users Group 2-11,text,true,,378,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,57,0,0
1763359716307,58,Leaky Bucket Test,200,OK,Dynamic Users Group 2-17,text,true,,376,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,58,0,0
1763359716308,59,Leaky Bucket Test,200,OK,Dynamic Users Group 2-47,text,true,,376,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,59,0,0
1763359716310,59,Leaky Bucket Test,200,OK,Dynamic Users Group 2-27,text,true,,342,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,59,0,0
1763359716311,60,Leaky Bucket Test,200,OK,Dynamic Users Group 2-28,text,true,,374,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,60,0,0
1763359716312,61,Leaky Bucket Test,200,OK,Dynamic Users Group 2-50,text,true,,374,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,61,0,0
1763359716313,62,Leaky Bucket Test,429,Too Many Requests,Dynamic Users Group 2-13,text,false,,358,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,62,0,0
1763359716315,64,Leaky Bucket Test,200,OK,Dynamic Users Group 2-38,text,true,,376,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,64,0,0
1763359716317,64,Leaky Bucket Test,200,OK,Dynamic Users Group 2-30,text,true,,374,164,46,46,http://127.0.0.1:8000/request?algo=leaky_bucket,64,0,0
1763359716258,131,Fixed Window Test,200,OK,Dynamic Users Group 2-42,text,true,,348,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,1
1763359716260,131,Fixed Window Test,200,OK,Dynamic Users Group 2-35,text,true,,348,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,1
1763359716260,131,Fixed Window Test,429,Too Many Requests,Dynamic Users Group 2-48,text,false,,360,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,1
1763359716261,131,Fixed Window Test,200,OK,Dynamic Users Group 2-25,text,true,,348,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,1
1763359716263,131,Fixed Window Test,429,Too Many Requests,Dynamic Users Group 2-36,text,false,,360,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,1
1763359716264,133,Fixed Window Test,200,OK,Dynamic Users Group 2-41,text,true,,348,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,133,0,1
1763359716265,133,Fixed Window Test,200,OK,Dynamic Users Group 2-16,text,true,,348,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,133,0,2
1763359716269,131,Fixed Window Test,429,Too Many Requests,Dynamic Users Group 2-8,text,false,,360,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,2
1763359716270,131,Fixed Window Test,200,OK,Dynamic Users Group 2-10,text,true,,348,164,46,46,http://127.0.0.1:8000/request?algo=fixed_window,131,0,2
1763359716324,78,Sliding Window Test,200,OK,Dynamic Users Group 2-26,text,true,,381,167,46,46,http://127.0.0.1:8000/request?algo=sliding_counter,78,0,0
1763359716325,79,Sliding Window Test,429,Too Many Requests,Dynamic Users Group 2-43,text,false,,393,167,46,46,http://127.0.0.1:8000/request?algo=sliding_counter,79,0,0
